typhoon_name,time,field_index,lat,lon_180,WND,PRES,move_dir_deg,geo_rain_max_mmhr,geo_rain_p95_mmhr_nonzero,geo_area_10_km2,geo_area_20_km2,geo_volume_proxy_mm_km2,geo_max_rain_lon,geo_max_rain_lat
KONG-REY,2024-10-25 07:00:00,26,14.800000190734863,143.11666870117188,18.0,998.0,290.0706481933594,21.099281311035156,2.2494239807128906,21359.040063099856,359.5405256989032,929506.1608219243,143.10000000000002,14.7
KONG-REY,2024-10-25 07:30:00,27,14.850000381469727,142.97500610351562,18.0,998.0,290.0749816894531,21.617761611938477,2.2461447715759277,23999.45195644153,599.0499254369754,930902.1748412176,142.60000000000002,14.9
KONG-REY,2024-10-25 08:00:00,28,14.899999618530273,142.8333282470703,18.0,998.0,290.0793151855469,25.916248321533203,2.197204828262329,25322.2306332108,1078.0679953259512,926671.699598858,142.60000000000002,14.8
KONG-REY,2024-10-25 08:30:00,29,14.949999809265137,142.69166564941406,18.0,998.0,290.0836486816406,37.60905838012695,2.2044191360473633,20781.378051374577,121.3026407225096,897224.7049456941,132.3,11.8
KONG-REY,2024-10-25 09:00:00,30,15.0,142.5500030517578,18.0,998.0,290.0880126953125,26.34882164001465,2.2151975631713867,22104.744736460132,363.8635082756264,896660.6411909148,132.2,11.9
KONG-REY,2024-10-25 09:30:00,31,15.050000190734863,142.40834045410156,18.0,998.0,290.0924072265625,40.32170104980469,2.2277989387512207,21134.405046178996,242.64858667611327,892094.4569615616,132.0,11.9
KONG-REY,2024-10-25 10:00:00,32,15.100000381469727,142.26666259765625,18.0,998.0,290.0968017578125,24.993122100830078,2.1727852821350098,27616.015912139006,242.47167039572378,901386.7462457948,131.89999999999998,12.0
KONG-REY,2024-10-25 10:30:00,33,15.149999618530273,142.125,18.0,998.0,290.1011962890625,31.398784637451172,2.184568405151367,33841.5914982415,10434.029402644923,987227.15180145,141.2,14.5
KONG-REY,2024-10-25 11:00:00,34,15.199999809265137,141.98333740234375,18.0,998.0,290.1056213378906,36.01060104370117,2.295982837677002,36122.893408860196,15599.724196341947,1046259.0745537751,141.7,14.7
KONG-REY,2024-10-25 11:30:00,35,15.25,141.84165954589844,18.0,998.0,290.1100769042969,36.41946792602539,2.2798547744750977,35756.762679055006,16557.27793038339,1047505.9987107184,141.5,14.7
KONG-REY,2024-10-25 12:00:00,36,15.300000190734863,141.6999969482422,18.0,998.0,290.1145324707031,35.84103775024414,2.3177671432495117,36341.78614852035,16188.936665798283,1075111.3268805502,141.3,15.1
KONG-REY,2024-10-25 12:30:00,37,15.391666412353516,141.52499389648438,18.0,998.0,298.5328674316406,27.27020835876465,2.235548734664917,22655.992880952697,1551.689634761522,942565.8572922556,141.0,15.6
KONG-REY,2024-10-25 13:00:00,38,15.483333587646484,141.35000610351562,18.0,998.0,298.5436096191406,31.83095932006836,2.182776689529419,25176.088105820447,3581.0341922355797,951658.4677292093,141.0,15.6
KONG-REY,2024-10-25 13:30:00,39,15.574999809265137,141.1750030517578,18.0,998.0,298.55438232421875,26.138364791870117,2.2052481174468994,20539.210372531496,1312.9201542900869,967190.6616296964,140.5,15.6
KONG-REY,2024-10-25 14:00:00,40,15.666666984558105,141.0,18.0,998.0,298.56524658203125,22.900100708007812,2.253450870513916,20093.288872496327,596.7236757939321,965439.0019758649,140.3,15.7
KONG-REY,2024-10-25 14:30:00,41,15.758333206176758,140.8249969482422,18.0,998.0,298.576171875,22.934215545654297,2.262716054916382,24394.362873113452,954.617708661781,1003021.4825273755,140.2,15.6
KONG-REY,2024-10-25 15:00:00,42,15.850000381469727,140.64999389648438,18.0,998.0,298.587158203125,22.009552001953125,2.2197976112365723,29321.38492403656,954.4426746469749,1010325.3058106622,140.0,15.7
KONG-REY,2024-10-25 15:30:00,43,15.941666603088379,140.47500610351562,18.0,998.0,298.5982360839844,20.38730812072754,2.222626209259033,33634.118883646646,239.05283195925222,1030082.2839917588,140.5,14.9
KONG-REY,2024-10-25 16:00:00,44,16.03333282470703,140.3000030517578,18.0,998.0,298.609375,22.513185501098633,2.2044179439544678,33006.60961509489,1432.4229233709914,1017140.158504155,140.0,15.7
KONG-REY,2024-10-25 16:30:00,45,16.125,140.125,18.0,998.0,298.6205749511719,22.50585174560547,2.2015373706817627,31797.311763645004,717.5089363824645,1007451.5523722807,140.10000000000002,15.1
KONG-REY,2024-10-25 17:00:00,46,16.21666717529297,139.9499969482422,18.0,998.0,298.6318359375,25.606645584106445,2.2481064796447754,40397.85801651282,4065.2737757378122,1066936.974044613,139.8,15.9
KONG-REY,2024-10-25 17:30:00,47,16.308332443237305,139.77499389648438,18.0,998.0,298.6431884765625,25.727048873901367,2.3095543384552,38357.002266703406,2505.6277327190464,1053683.663860914,139.60000000000002,16.0
KONG-REY,2024-10-25 18:00:00,48,16.399999618530273,139.60000610351562,18.0,998.0,298.65460205078125,28.949220657348633,2.310255527496338,40372.12709003549,5249.76888360517,1076211.3555532813,139.39999999999998,15.9
